"Recipient","Year","Import","Regime"
"Australia","1992",364,"Democratic"
"Australia","1993",448,"Democratic"
"Australia","1994",262,"Democratic"
"Australia","1995",64,"Democratic"
"Australia","1996",597,"Democratic"
"Australia","1997",35,"Democratic"
"Australia","1998",542,"Democratic"
"Australia","1999",678,"Democratic"
"Australia","2000",326,"Democratic"
"Australia","2001",1217,"Democratic"
"Australia","2002",641,"Democratic"
"Australia","2003",781,"Democratic"
"Australia","2004",471,"Democratic"
"Australia","2005",468,"Democratic"
"Australia","2006",741,"Democratic"
"Australia","2007",675,"Democratic"
"Australia","2008",430,"Democratic"
"Australia","2009",807,"Democratic"
"Australia","2010",1558,"Democratic"
"Australia","2011",1584,"Democratic"
"Australia","2012",788,"Democratic"
"Australia","2013",220,"Democratic"
"Australia","2014",857,"Democratic"
"Australia","2015",1470,"Democratic"
"Australia","2016",1029,"Democratic"
"Australia","2017",1664,"Democratic"
"Australia","2018",1582,"Democratic"
"Australia","2019",1184,"Democratic"
"Australia","2020",1650,"Democratic"
"Australia","2021",1215,"Democratic"
"Australia","2022",827,"Democratic"
"Australia","2023",362,"Democratic"
"Poland","1950",200,"Autocratic"
"Poland","1951",585,"Autocratic"
"Poland","1952",794,"Autocratic"
"Poland","1953",1021,"Autocratic"
"Poland","1954",1961,"Autocratic"
"Poland","1955",1060,"Autocratic"
"Poland","1956",697,"Autocratic"
"Poland","1957",1089,"Autocratic"
"Poland","1958",1067,"Autocratic"
"Poland","1959",1013,"Autocratic"
"Poland","1960",872,"Autocratic"
"Poland","1961",843,"Autocratic"
"Poland","1962",682,"Autocratic"
"Poland","1963",1001,"Autocratic"
"Poland","1964",1554,"Autocratic"
"Poland","1965",1144,"Autocratic"
"Poland","1966",980,"Autocratic"
"Poland","1967",745,"Autocratic"
"Poland","1968",866,"Autocratic"
"Poland","1969",940,"Autocratic"
"Poland","1970",804,"Autocratic"
"Poland","1971",929,"Autocratic"
"Poland","1972",854,"Autocratic"
"Poland","1973",1044,"Autocratic"
"Poland","1974",1064,"Autocratic"
"Poland","1975",963,"Autocratic"
"Poland","1976",785,"Autocratic"
"Poland","1977",924,"Autocratic"
"Poland","1978",1112,"Autocratic"
"Poland","1979",1127,"Autocratic"
"Poland","1980",1090,"Autocratic"
"Poland","1981",807,"Autocratic"
"Poland","1982",725,"Autocratic"
"Poland","1983",529,"Autocratic"
"Poland","1984",462,"Autocratic"
"Poland","1985",922,"Autocratic"
"Poland","1986",1386,"Autocratic"
"Poland","1987",1034,"Autocratic"
"Poland","1988",901,"Autocratic"
"Poland","1989",500,"Electoral Authoritarian"
"Poland","1990",227,"Democratic"
"Poland","1991",76,"Democratic"
"Poland","1992",100,"Democratic"
"Poland","1993",4,"Democratic"
"Poland","1994",74,"Democratic"
"Poland","1995",250,"Democratic"
"Poland","1996",102,"Democratic"
"Poland","1997",1,"Democratic"
"Poland","1998",3,"Democratic"
"Poland","1999",25,"Democratic"
"Poland","2000",148,"Democratic"
"Poland","2001",33,"Democratic"
"Poland","2002",256,"Democratic"
"Poland","2003",347,"Democratic"
"Poland","2004",223,"Democratic"
"Poland","2005",103,"Democratic"
"Poland","2006",439,"Democratic"
"Poland","2007",966,"Democratic"
"Poland","2008",646,"Democratic"
"Poland","2009",195,"Democratic"
"Poland","2010",171,"Democratic"
"Poland","2011",138,"Democratic"
"Poland","2012",223,"Democratic"
"Poland","2013",142,"Democratic"
"Poland","2014",258,"Democratic"
"Poland","2015",140,"Democratic"
"Poland","2016",47,"Democratic"
"Poland","2017",128,"Democratic"
"Poland","2018",64,"Democratic"
"Poland","2019",265,"Minimally Democratic"
"Poland","2020",144,"Minimally Democratic"
"Poland","2021",74,"Minimally Democratic"
"Poland","2022",391,"Minimally Democratic"
"Poland","2023",1374,"Minimally Democratic"
"Pakistan","1950",194,"Autocratic"
"Pakistan","1951",169,"Autocratic"
"Pakistan","1952",145,"Autocratic"
"Pakistan","1953",95,"Autocratic"
"Pakistan","1954",145,"Autocratic"
"Pakistan","1955",195,"Autocratic"
"Pakistan","1956",158,"Autocratic"
"Pakistan","1957",529,"Autocratic"
"Pakistan","1958",353,"Autocratic"
"Pakistan","1959",323,"Autocratic"
"Pakistan","1960",42,"Autocratic"
"Pakistan","1961",69,"Autocratic"
"Pakistan","1962",88,"Autocratic"
"Pakistan","1963",181,"Autocratic"
"Pakistan","1964",85,"Autocratic"
"Pakistan","1965",214,"Autocratic"
"Pakistan","1966",592,"Autocratic"
"Pakistan","1967",151,"Autocratic"
"Pakistan","1968",415,"Autocratic"
"Pakistan","1969",557,"Autocratic"
"Pakistan","1970",422,"Autocratic"
"Pakistan","1971",553,"Autocratic"
"Pakistan","1972",664,"Autocratic"
"Pakistan","1973",162,"Autocratic"
"Pakistan","1974",225,"Autocratic"
"Pakistan","1975",223,"Autocratic"
"Pakistan","1976",276,"Autocratic"
"Pakistan","1977",270,"Autocratic"
"Pakistan","1978",655,"Autocratic"
"Pakistan","1979",696,"Autocratic"
"Pakistan","1980",860,"Autocratic"
"Pakistan","1981",491,"Autocratic"
"Pakistan","1982",544,"Autocratic"
"Pakistan","1983",784,"Autocratic"
"Pakistan","1984",863,"Autocratic"
"Pakistan","1985",751,"Autocratic"
"Pakistan","1986",280,"Autocratic"
"Pakistan","1987",617,"Autocratic"
"Pakistan","1988",412,"Autocratic"
"Pakistan","1989",974,"Electoral Authoritarian"
"Pakistan","1990",635,"Electoral Authoritarian"
"Pakistan","1991",511,"Electoral Authoritarian"
"Pakistan","1992",352,"Electoral Authoritarian"
"Pakistan","1993",992,"Electoral Authoritarian"
"Pakistan","1994",862,"Electoral Authoritarian"
"Pakistan","1995",368,"Electoral Authoritarian"
"Pakistan","1996",507,"Electoral Authoritarian"
"Pakistan","1997",692,"Electoral Authoritarian"
"Pakistan","1998",699,"Electoral Authoritarian"
"Pakistan","1999",867,"Electoral Authoritarian"
"Pakistan","2000",175,"Autocratic"
"Pakistan","2001",412,"Autocratic"
"Pakistan","2002",566,"Autocratic"
"Pakistan","2003",645,"Autocratic"
"Pakistan","2004",471,"Autocratic"
"Pakistan","2005",431,"Autocratic"
"Pakistan","2006",324,"Autocratic"
"Pakistan","2007",694,"Autocratic"
"Pakistan","2008",1073,"Electoral Authoritarian"
"Pakistan","2009",1194,"Electoral Authoritarian"
"Pakistan","2010",2226,"Electoral Authoritarian"
"Pakistan","2011",1142,"Electoral Authoritarian"
"Pakistan","2012",1021,"Electoral Authoritarian"
"Pakistan","2013",1107,"Electoral Authoritarian"
"Pakistan","2014",860,"Electoral Authoritarian"
"Pakistan","2015",771,"Electoral Authoritarian"
"Pakistan","2016",831,"Electoral Authoritarian"
"Pakistan","2017",873,"Electoral Authoritarian"
"Pakistan","2018",890,"Electoral Authoritarian"
"Pakistan","2019",737,"Electoral Authoritarian"
"Pakistan","2020",685,"Electoral Authoritarian"
"Pakistan","2021",1035,"Electoral Authoritarian"
"Pakistan","2022",1466,"Electoral Authoritarian"
"Pakistan","2023",2129,"Electoral Authoritarian"
"Taiwan","1951",98,"Autocratic"
"Taiwan","1952",304,"Autocratic"
"Taiwan","1953",383,"Autocratic"
"Taiwan","1954",320,"Autocratic"
"Taiwan","1955",622,"Autocratic"
"Taiwan","1956",256,"Autocratic"
"Taiwan","1957",440,"Autocratic"
"Taiwan","1958",723,"Autocratic"
"Taiwan","1959",921,"Autocratic"
"Taiwan","1960",472,"Autocratic"
"Taiwan","1961",108,"Autocratic"
"Taiwan","1962",146,"Autocratic"
"Taiwan","1963",320,"Autocratic"
"Taiwan","1964",347,"Autocratic"
"Taiwan","1965",478,"Autocratic"
"Taiwan","1966",326,"Autocratic"
"Taiwan","1967",477,"Autocratic"
"Taiwan","1968",299,"Autocratic"
"Taiwan","1969",583,"Autocratic"
"Taiwan","1970",588,"Autocratic"
"Taiwan","1971",352,"Autocratic"
"Taiwan","1972",245,"Autocratic"
"Taiwan","1973",329,"Autocratic"
"Taiwan","1974",372,"Autocratic"
"Taiwan","1975",344,"Autocratic"
"Taiwan","1976",484,"Autocratic"
"Taiwan","1977",802,"Autocratic"
"Taiwan","1978",789,"Autocratic"
"Taiwan","1979",522,"Autocratic"
"Taiwan","1980",521,"Autocratic"
"Taiwan","1981",791,"Autocratic"
"Taiwan","1982",804,"Autocratic"
"Taiwan","1983",731,"Autocratic"
"Taiwan","1984",442,"Autocratic"
"Taiwan","1985",656,"Autocratic"
"Taiwan","1986",969,"Autocratic"
"Taiwan","1987",594,"Autocratic"
"Taiwan","1988",654,"Autocratic"
"Taiwan","1989",360,"Autocratic"
"Taiwan","1990",475,"Electoral Authoritarian"
"Taiwan","1991",659,"Electoral Authoritarian"
"Taiwan","1992",477,"Electoral Authoritarian"
"Taiwan","1993",1157,"Electoral Authoritarian"
"Taiwan","1994",858,"Electoral Authoritarian"
"Taiwan","1995",1318,"Electoral Authoritarian"
"Taiwan","1996",1433,"Electoral Authoritarian"
"Taiwan","1997",4746,"Democratic"
"Taiwan","1998",3939,"Democratic"
"Taiwan","1999",1736,"Democratic"
"Taiwan","2000",592,"Democratic"
"Taiwan","2001",342,"Democratic"
"Taiwan","2002",291,"Democratic"
"Taiwan","2003",115,"Democratic"
"Taiwan","2004",319,"Democratic"
"Taiwan","2005",695,"Democratic"
"Taiwan","2006",503,"Democratic"
"Taiwan","2007",13,"Democratic"
"Taiwan","2008",11,"Democratic"
"Taiwan","2009",36,"Democratic"
"Taiwan","2010",71,"Democratic"
"Taiwan","2011",173,"Democratic"
"Taiwan","2012",411,"Democratic"
"Taiwan","2013",582,"Democratic"
"Taiwan","2014",1048,"Democratic"
"Taiwan","2015",600,"Democratic"
"Taiwan","2016",93,"Democratic"
"Taiwan","2017",487,"Democratic"
"Taiwan","2018",92,"Democratic"
"Taiwan","2019",65,"Democratic"
"Taiwan","2020",121,"Democratic"
"Taiwan","2021",163,"Democratic"
"Taiwan","2022",171,"Democratic"
"Taiwan","2023",224,"Democratic"
"Greece","1950",97,"Electoral Authoritarian"
"Greece","1951",500,"Electoral Authoritarian"
"Greece","1952",307,"Electoral Authoritarian"
"Greece","1953",85,"Electoral Authoritarian"
"Greece","1954",152,"Electoral Authoritarian"
"Greece","1955",203,"Electoral Authoritarian"
"Greece","1956",92,"Electoral Authoritarian"
"Greece","1957",354,"Electoral Authoritarian"
"Greece","1958",475,"Electoral Authoritarian"
"Greece","1959",314,"Electoral Authoritarian"
"Greece","1960",273,"Electoral Authoritarian"
"Greece","1961",92,"Electoral Authoritarian"
"Greece","1962",340,"Electoral Authoritarian"
"Greece","1963",108,"Electoral Authoritarian"
"Greece","1964",641,"Electoral Authoritarian"
"Greece","1965",497,"Electoral Authoritarian"
"Greece","1966",213,"Electoral Authoritarian"
"Greece","1967",376,"Autocratic"
"Greece","1968",107,"Autocratic"
"Greece","1969",305,"Autocratic"
"Greece","1970",304,"Autocratic"
"Greece","1971",581,"Autocratic"
"Greece","1972",689,"Autocratic"
"Greece","1973",246,"Autocratic"
"Greece","1974",428,"Autocratic"
"Greece","1975",912,"Democratic"
"Greece","1976",1288,"Democratic"
"Greece","1977",980,"Democratic"
"Greece","1978",1281,"Democratic"
"Greece","1979",739,"Democratic"
"Greece","1980",668,"Democratic"
"Greece","1981",961,"Democratic"
"Greece","1982",463,"Democratic"
"Greece","1983",403,"Democratic"
"Greece","1984",366,"Democratic"
"Greece","1985",189,"Democratic"
"Greece","1986",202,"Democratic"
"Greece","1987",36,"Democratic"
"Greece","1988",526,"Democratic"
"Greece","1989",1220,"Democratic"
"Greece","1990",907,"Democratic"
"Greece","1991",487,"Democratic"
"Greece","1992",2146,"Democratic"
"Greece","1993",892,"Democratic"
"Greece","1994",1227,"Democratic"
"Greece","1995",867,"Democratic"
"Greece","1996",380,"Democratic"
"Greece","1997",800,"Democratic"
"Greece","1998",1718,"Democratic"
"Greece","1999",837,"Democratic"
"Greece","2000",713,"Democratic"
"Greece","2001",788,"Democratic"
"Greece","2002",402,"Democratic"
"Greece","2003",2163,"Democratic"
"Greece","2004",1098,"Democratic"
"Greece","2005",406,"Democratic"
"Greece","2006",719,"Democratic"
"Greece","2007",1665,"Democratic"
"Greece","2008",482,"Democratic"
"Greece","2009",1228,"Democratic"
"Greece","2010",630,"Democratic"
"Greece","2011",70,"Democratic"
"Greece","2012",19,"Democratic"
"Greece","2013",28,"Democratic"
"Greece","2014",204,"Democratic"
"Greece","2015",728,"Democratic"
"Greece","2016",302,"Democratic"
"Greece","2017",51,"Democratic"
"Greece","2018",39,"Democratic"
"Greece","2019",93,"Democratic"
"Greece","2020",101,"Democratic"
"Greece","2021",241,"Democratic"
"Greece","2022",443,"Democratic"
"Greece","2023",391,"Democratic"
"Syria","1950",109,"Autocratic"
"Syria","1951",1,"Autocratic"
"Syria","1952",20,"Autocratic"
"Syria","1953",18,"Autocratic"
"Syria","1954",9,"Electoral Authoritarian"
"Syria","1955",105,"Electoral Authoritarian"
"Syria","1956",145,"Electoral Authoritarian"
"Syria","1957",473,"Electoral Authoritarian"
"Syria","1958",122,"Autocratic"
"Syria","1959",37,"Autocratic"
"Syria","1960",38,"Autocratic"
"Syria","1961",27,"Autocratic"
"Syria","1962",35,"Electoral Authoritarian"
"Syria","1963",89,"Autocratic"
"Syria","1964",65,"Autocratic"
"Syria","1965",100,"Autocratic"
"Syria","1966",524,"Autocratic"
"Syria","1967",905,"Autocratic"
"Syria","1968",829,"Autocratic"
"Syria","1969",875,"Autocratic"
"Syria","1970",870,"Autocratic"
"Syria","1971",735,"Autocratic"
"Syria","1972",1517,"Autocratic"
"Syria","1973",3282,"Autocratic"
"Syria","1974",3410,"Autocratic"
"Syria","1975",1411,"Autocratic"
"Syria","1976",527,"Autocratic"
"Syria","1977",931,"Autocratic"
"Syria","1978",871,"Autocratic"
"Syria","1979",2045,"Autocratic"
"Syria","1980",1867,"Autocratic"
"Syria","1981",1349,"Autocratic"
"Syria","1982",1983,"Autocratic"
"Syria","1983",2235,"Autocratic"
"Syria","1984",1811,"Autocratic"
"Syria","1985",1575,"Autocratic"
"Syria","1986",1262,"Autocratic"
"Syria","1987",1409,"Autocratic"
"Syria","1988",1312,"Autocratic"
"Syria","1989",663,"Autocratic"
"Syria","1990",739,"Autocratic"
"Syria","1991",315,"Autocratic"
"Syria","1992",277,"Autocratic"
"Syria","1993",166,"Autocratic"
"Syria","1994",14,"Autocratic"
"Syria","1995",25,"Autocratic"
"Syria","1996",25,"Autocratic"
"Syria","1997",25,"Autocratic"
"Syria","1998",45,"Autocratic"
"Syria","1999",48,"Autocratic"
"Syria","2000",49,"Autocratic"
"Syria","2001",23,"Autocratic"
"Syria","2002",40,"Autocratic"
"Syria","2003",64,"Autocratic"
"Syria","2004",20,"Autocratic"
"Syria","2005",30,"Autocratic"
"Syria","2006",95,"Autocratic"
"Syria","2007",15,"Autocratic"
"Syria","2008",309,"Autocratic"
"Syria","2009",220,"Autocratic"
"Syria","2010",433,"Autocratic"
"Syria","2011",513,"Autocratic"
"Syria","2012",526,"Autocratic"
"Syria","2013",511,"Autocratic"
"Syria","2014",26,"Autocratic"
"Syria","2015",22,"Autocratic"
"Syria","2016",8,"Autocratic"
"Syria","2017",37,"Autocratic"
"Syria","2018",199,"Autocratic"
"Syria","2019",36,"Autocratic"
"Syria","2020",80,"Autocratic"
"Syria","2021",7,"Autocratic"
"United Kingdom","1950",101,"Democratic"
"United Kingdom","1951",246,"Democratic"
"United Kingdom","1952",535,"Democratic"
"United Kingdom","1953",1610,"Democratic"
"United Kingdom","1954",537,"Democratic"
"United Kingdom","1955",322,"Democratic"
"United Kingdom","1956",141,"Democratic"
"United Kingdom","1957",93,"Democratic"
"United Kingdom","1958",554,"Democratic"
"United Kingdom","1959",543,"Democratic"
"United Kingdom","1960",26,"Democratic"
"United Kingdom","1961",34,"Democratic"
"United Kingdom","1962",38,"Democratic"
"United Kingdom","1963",139,"Democratic"
"United Kingdom","1964",118,"Democratic"
"United Kingdom","1965",152,"Democratic"
"United Kingdom","1966",216,"Democratic"
"United Kingdom","1967",1422,"Democratic"
"United Kingdom","1968",2288,"Democratic"
"United Kingdom","1969",2570,"Democratic"
"United Kingdom","1970",60,"Democratic"
"United Kingdom","1971",171,"Democratic"
"United Kingdom","1972",217,"Democratic"
"United Kingdom","1973",234,"Democratic"
"United Kingdom","1974",319,"Democratic"
"United Kingdom","1975",337,"Democratic"
"United Kingdom","1976",251,"Democratic"
"United Kingdom","1977",262,"Democratic"
"United Kingdom","1978",191,"Democratic"
"United Kingdom","1979",232,"Democratic"
"United Kingdom","1980",557,"Democratic"
"United Kingdom","1981",812,"Democratic"
"United Kingdom","1982",766,"Democratic"
"United Kingdom","1983",292,"Democratic"
"United Kingdom","1984",639,"Democratic"
"United Kingdom","1985",355,"Democratic"
"United Kingdom","1986",273,"Democratic"
"United Kingdom","1987",207,"Democratic"
"United Kingdom","1988",281,"Democratic"
"United Kingdom","1989",209,"Democratic"
"United Kingdom","1990",120,"Democratic"
"United Kingdom","1991",940,"Democratic"
"United Kingdom","1992",1134,"Democratic"
"United Kingdom","1993",783,"Democratic"
"United Kingdom","1994",411,"Democratic"
"United Kingdom","1995",496,"Democratic"
"United Kingdom","1996",568,"Democratic"
"United Kingdom","1997",496,"Democratic"
"United Kingdom","1998",752,"Democratic"
"United Kingdom","1999",132,"Democratic"
"United Kingdom","2000",937,"Democratic"
"United Kingdom","2001",1282,"Democratic"
"United Kingdom","2002",720,"Democratic"
"United Kingdom","2003",769,"Democratic"
"United Kingdom","2004",215,"Democratic"
"United Kingdom","2005",31,"Democratic"
"United Kingdom","2006",375,"Democratic"
"United Kingdom","2007",837,"Democratic"
"United Kingdom","2008",570,"Democratic"
"United Kingdom","2009",399,"Democratic"
"United Kingdom","2010",502,"Democratic"
"United Kingdom","2011",390,"Democratic"
"United Kingdom","2012",595,"Democratic"
"United Kingdom","2013",509,"Democratic"
"United Kingdom","2014",217,"Democratic"
"United Kingdom","2015",423,"Democratic"
"United Kingdom","2016",282,"Democratic"
"United Kingdom","2017",1002,"Democratic"
"United Kingdom","2018",458,"Democratic"
"United Kingdom","2019",402,"Democratic"
"United Kingdom","2020",652,"Democratic"
"United Kingdom","2021",878,"Democratic"
"United Kingdom","2022",863,"Democratic"
"United Kingdom","2023",555,"Democratic"
"Algeria","1961",7,"Autocratic"
"Algeria","1962",63,"Autocratic"
"Algeria","1963",88,"Autocratic"
"Algeria","1964",179,"Autocratic"
"Algeria","1965",352,"Autocratic"
"Algeria","1966",437,"Autocratic"
"Algeria","1967",524,"Autocratic"
"Algeria","1968",57,"Autocratic"
"Algeria","1969",79,"Autocratic"
"Algeria","1970",14,"Autocratic"
"Algeria","1971",14,"Autocratic"
"Algeria","1972",180,"Autocratic"
"Algeria","1973",110,"Autocratic"
"Algeria","1974",13,"Autocratic"
"Algeria","1975",56,"Autocratic"
"Algeria","1976",130,"Autocratic"
"Algeria","1977",1052,"Autocratic"
"Algeria","1978",1267,"Autocratic"
